account_id,city,latitude,longitude,ip_prefix,primary_channel,typical_amount,typical_hour,primary_device,secondary_device,primary_sim,shared_device_allowed,regret_limit_30d,interaction_ms_per_step,typing_interval_ms,tilt_variance,recipients
ng_acct_00175,Lagos,6.5244,3.3792,102.88.10.0/24,agent,6170.0,7,device_00175_primary,device_00175_family,sim_00175_primary,True,4,2933.975675724033,162.0404990029489,2.1001745497661095,"['ng_recipient_00175_0', 'ng_recipient_00175_1', 'ng_recipient_00175_2', 'ng_recipient_00175_3', 'ng_recipient_00175_4']"
ng_acct_00176,Abuja,9.0765,7.3986,105.112.24.0/24,app,3960.0,10,device_00176_primary,device_00176_family,sim_00176_primary_verified,True,3,3466.2963492246495,194.18987843920965,2.501874579178627,"['ng_recipient_00176_0', 'ng_recipient_00176_1', 'ng_recipient_00176_2', 'ng_recipient_00176_3', 'ng_recipient_00176_4']"
ng_acct_00177,Kano,12.0022,8.592,197.210.8.0/24,ussd,7700.0,9,device_00177_primary,device_00177_family,sim_00177_primary_verified,True,3,3737.5239349895396,179.4066785945579,1.4237262652139062,"['ng_recipient_00177_0', 'ng_recipient_00177_1', 'ng_recipient_00177_2', 'ng_recipient_00177_3', 'ng_recipient_00177_4']"
ng_acct_00178,Port Harcourt,4.8156,7.0498,41.58.32.0/24,ussd,4130.0,16,device_00178_primary,device_00178_family,sim_00178_primary,False,3,3115.2264465758963,190.70556662047406,2.675930982375461,"['ng_recipient_00178_0', 'ng_recipient_00178_1', 'ng_recipient_00178_2', 'ng_recipient_00178_3', 'ng_recipient_00178_4']"
ng_acct_00179,Ibadan,7.3775,3.947,102.89.6.0/24,ussd,3810.0,11,device_00179_primary,device_00179_family,sim_00179_primary,False,3,5057.826703713959,207.63252189122926,1.582735633578346,"['ng_recipient_00179_0', 'ng_recipient_00179_1', 'ng_recipient_00179_2', 'ng_recipient_00179_3', 'ng_recipient_00179_4']"
ng_acct_00180,Enugu,6.4584,7.5464,197.211.40.0/24,agent,2220.0,18,device_00180_primary,device_00180_family,sim_00180_primary,False,2,3345.1020084829433,163.51746785860806,3.1288030435148038,"['ng_recipient_00180_0', 'ng_recipient_00180_1', 'ng_recipient_00180_2', 'ng_recipient_00180_3', 'ng_recipient_00180_4']"
ng_acct_00181,Lagos,6.5244,3.3792,102.88.10.0/24,ussd,4570.0,11,device_00181_primary,device_00181_family,sim_00181_primary_verified,False,3,3699.8382786023267,99.88352825075205,2.775456962619525,"['ng_recipient_00181_0', 'ng_recipient_00181_1', 'ng_recipient_00181_2', 'ng_recipient_00181_3', 'ng_recipient_00181_4']"
ng_acct_00182,Abuja,9.0765,7.3986,105.112.24.0/24,ussd,3360.0,11,device_00182_primary,device_00182_family,sim_00182_primary,True,4,2943.1615958505868,156.91463917230266,2.4438371550818085,"['ng_recipient_00182_0', 'ng_recipient_00182_1', 'ng_recipient_00182_2', 'ng_recipient_00182_3', 'ng_recipient_00182_4']"
ng_acct_00183,Kano,12.0022,8.592,197.210.8.0/24,app,5070.0,8,device_00183_primary,device_00183_family,sim_00183_primary_verified,False,2,3408.812061030524,204.9870577041985,2.5778856753297843,"['ng_recipient_00183_0', 'ng_recipient_00183_1', 'ng_recipient_00183_2', 'ng_recipient_00183_3', 'ng_recipient_00183_4']"
ng_acct_00184,Port Harcourt,4.8156,7.0498,41.58.32.0/24,app,1320.0,16,device_00184_primary,device_00184_family,sim_00184_primary,True,3,4303.4753516146475,179.07912290581535,2.7729671564308163,"['ng_recipient_00184_0', 'ng_recipient_00184_1', 'ng_recipient_00184_2', 'ng_recipient_00184_3', 'ng_recipient_00184_4']"
ng_acct_00185,Ibadan,7.3775,3.947,102.89.6.0/24,app,1780.0,21,device_00185_primary,device_00185_family,sim_00185_primary_verified,False,2,3296.121973716776,174.22332019673453,1.9415908304244502,"['ng_recipient_00185_0', 'ng_recipient_00185_1', 'ng_recipient_00185_2', 'ng_recipient_00185_3', 'ng_recipient_00185_4']"
ng_acct_00186,Enugu,6.4584,7.5464,197.211.40.0/24,ussd,17210.0,13,device_00186_primary,device_00186_family,sim_00186_primary_verified,False,2,4153.704608249305,186.25645120126987,1.886178880525728,"['ng_recipient_00186_0', 'ng_recipient_00186_1', 'ng_recipient_00186_2', 'ng_recipient_00186_3', 'ng_recipient_00186_4']"
ng_acct_00187,Lagos,6.5244,3.3792,102.88.10.0/24,ussd,12030.0,18,device_00187_primary,device_00187_family,sim_00187_primary,False,2,3052.199634249313,174.34586221898368,2.041550004894728,"['ng_recipient_00187_0', 'ng_recipient_00187_1', 'ng_recipient_00187_2', 'ng_recipient_00187_3', 'ng_recipient_00187_4']"
ng_acct_00188,Abuja,9.0765,7.3986,105.112.24.0/24,app,2320.0,6,device_00188_primary,device_00188_family,sim_00188_primary,False,4,3465.5889171491535,193.9860901226967,2.4479729699038737,"['ng_recipient_00188_0', 'ng_recipient_00188_1', 'ng_recipient_00188_2', 'ng_recipient_00188_3', 'ng_recipient_00188_4']"
ng_acct_00189,Kano,12.0022,8.592,197.210.8.0/24,ussd,4980.0,13,device_00189_primary,device_00189_family,sim_00189_primary,False,2,3123.586578549397,175.35100986316505,1.6897030938529114,"['ng_recipient_00189_0', 'ng_recipient_00189_1', 'ng_recipient_00189_2', 'ng_recipient_00189_3', 'ng_recipient_00189_4']"
ng_acct_00190,Port Harcourt,4.8156,7.0498,41.58.32.0/24,ussd,4180.0,13,device_00190_primary,device_00190_family,sim_00190_primary,True,3,3676.4943061972003,138.18808096802013,1.880138839336077,"['ng_recipient_00190_0', 'ng_recipient_00190_1', 'ng_recipient_00190_2', 'ng_recipient_00190_3', 'ng_recipient_00190_4']"
ng_acct_00191,Ibadan,7.3775,3.947,102.89.6.0/24,app,1450.0,6,device_00191_primary,device_00191_family,sim_00191_primary,False,3,2840.0600461466265,213.25549640098473,2.8589653199243408,"['ng_recipient_00191_0', 'ng_recipient_00191_1', 'ng_recipient_00191_2', 'ng_recipient_00191_3', 'ng_recipient_00191_4']"
ng_acct_00192,Enugu,6.4584,7.5464,197.211.40.0/24,app,3020.0,17,device_00192_primary,device_00192_family,sim_00192_primary,False,2,3305.8576446757584,224.54289991380278,3.043458220678219,"['ng_recipient_00192_0', 'ng_recipient_00192_1', 'ng_recipient_00192_2', 'ng_recipient_00192_3', 'ng_recipient_00192_4']"
ng_acct_00193,Lagos,6.5244,3.3792,102.88.10.0/24,app,18560.0,11,device_00193_primary,device_00193_family,sim_00193_primary_verified,True,2,3868.8037079027245,210.75440317266467,2.2533572679918907,"['ng_recipient_00193_0', 'ng_recipient_00193_1', 'ng_recipient_00193_2', 'ng_recipient_00193_3', 'ng_recipient_00193_4']"
ng_acct_00194,Abuja,9.0765,7.3986,105.112.24.0/24,ussd,3490.0,6,device_00194_primary,device_00194_family,sim_00194_primary_verified,False,3,1789.9751377797825,215.00097214689654,3.04281676879953,"['ng_recipient_00194_0', 'ng_recipient_00194_1', 'ng_recipient_00194_2', 'ng_recipient_00194_3', 'ng_recipient_00194_4']"
ng_acct_00195,Kano,12.0022,8.592,197.210.8.0/24,ussd,3310.0,14,device_00195_primary,device_00195_family,sim_00195_primary,False,3,3531.85330675851,217.00919273840083,2.0702146509332464,"['ng_recipient_00195_0', 'ng_recipient_00195_1', 'ng_recipient_00195_2', 'ng_recipient_00195_3', 'ng_recipient_00195_4']"
ng_acct_00196,Port Harcourt,4.8156,7.0498,41.58.32.0/24,agent,9290.0,6,device_00196_primary,device_00196_family,sim_00196_primary_verified,True,3,3947.1046997791404,143.4862195067763,1.1823975573188972,"['ng_recipient_00196_0', 'ng_recipient_00196_1', 'ng_recipient_00196_2', 'ng_recipient_00196_3', 'ng_recipient_00196_4']"
ng_acct_00197,Ibadan,7.3775,3.947,102.89.6.0/24,ussd,9030.0,20,device_00197_primary,device_00197_family,sim_00197_primary_verified,False,3,1928.406805895084,203.83037912780912,1.5423883319640488,"['ng_recipient_00197_0', 'ng_recipient_00197_1', 'ng_recipient_00197_2', 'ng_recipient_00197_3', 'ng_recipient_00197_4']"
ng_acct_00198,Enugu,6.4584,7.5464,197.211.40.0/24,app,8550.0,6,device_00198_primary,device_00198_family,sim_00198_primary_verified,False,3,3323.0089526044057,214.69014415739136,2.2761261382096123,"['ng_recipient_00198_0', 'ng_recipient_00198_1', 'ng_recipient_00198_2', 'ng_recipient_00198_3', 'ng_recipient_00198_4']"
ng_acct_00199,Lagos,6.5244,3.3792,102.88.10.0/24,ussd,6210.0,21,device_00199_primary,device_00199_family,sim_00199_primary,False,4,2237.2862170755225,250.52449024645975,1.9756845644904966,"['ng_recipient_00199_0', 'ng_recipient_00199_1', 'ng_recipient_00199_2', 'ng_recipient_00199_3', 'ng_recipient_00199_4']"
ng_acct_00200,Abuja,9.0765,7.3986,105.112.24.0/24,ussd,2550.0,20,device_00200_primary,device_00200_family,sim_00200_primary,True,3,3350.462625434103,214.57602187403546,2.7993755695571605,"['ng_recipient_00200_0', 'ng_recipient_00200_1', 'ng_recipient_00200_2', 'ng_recipient_00200_3', 'ng_recipient_00200_4']"
ng_acct_00201,Kano,12.0022,8.592,197.210.8.0/24,app,7380.0,21,device_00201_primary,device_00201_family,sim_00201_primary,False,3,3566.4727365300046,155.1094796645117,2.7961861619043096,"['ng_recipient_00201_0', 'ng_recipient_00201_1', 'ng_recipient_00201_2', 'ng_recipient_00201_3', 'ng_recipient_00201_4']"
ng_acct_00202,Port Harcourt,4.8156,7.0498,41.58.32.0/24,app,3390.0,11,device_00202_primary,device_00202_family,sim_00202_primary,True,3,3182.712475316214,162.998517235052,1.474745824732539,"['ng_recipient_00202_0', 'ng_recipient_00202_1', 'ng_recipient_00202_2', 'ng_recipient_00202_3', 'ng_recipient_00202_4']"
ng_acct_00203,Ibadan,7.3775,3.947,102.89.6.0/24,ussd,8230.0,17,device_00203_primary,device_00203_family,sim_00203_primary_verified,True,3,2795.123738138159,201.46929685394582,2.772160280216839,"['ng_recipient_00203_0', 'ng_recipient_00203_1', 'ng_recipient_00203_2', 'ng_recipient_00203_3', 'ng_recipient_00203_4']"
ng_acct_00204,Enugu,6.4584,7.5464,197.211.40.0/24,agent,2350.0,12,device_00204_primary,device_00204_family,sim_00204_primary,False,3,3447.4764117445493,147.02936081476122,2.2636815452468597,"['ng_recipient_00204_0', 'ng_recipient_00204_1', 'ng_recipient_00204_2', 'ng_recipient_00204_3', 'ng_recipient_00204_4']"
ng_acct_00205,Lagos,6.5244,3.3792,102.88.10.0/24,app,5860.0,8,device_00205_primary,device_00205_family,sim_00205_primary,False,3,3417.66444543003,187.43891857416247,2.9383180905720643,"['ng_recipient_00205_0', 'ng_recipient_00205_1', 'ng_recipient_00205_2', 'ng_recipient_00205_3', 'ng_recipient_00205_4']"
ng_acct_00206,Abuja,9.0765,7.3986,105.112.24.0/24,ussd,13340.0,9,device_00206_primary,device_00206_family,sim_00206_primary_verified,False,3,3655.6144519806835,126.51900413014143,1.6315871965256177,"['ng_recipient_00206_0', 'ng_recipient_00206_1', 'ng_recipient_00206_2', 'ng_recipient_00206_3', 'ng_recipient_00206_4']"
ng_acct_00207,Kano,12.0022,8.592,197.210.8.0/24,ussd,4340.0,6,device_00207_primary,device_00207_family,sim_00207_primary,False,3,2596.7079388954735,142.246525304511,1.8849326464416745,"['ng_recipient_00207_0', 'ng_recipient_00207_1', 'ng_recipient_00207_2', 'ng_recipient_00207_3', 'ng_recipient_00207_4']"
ng_acct_00208,Port Harcourt,4.8156,7.0498,41.58.32.0/24,ussd,2140.0,20,device_00208_primary,device_00208_family,sim_00208_primary_verified,True,3,3829.5804433006438,191.49210264215142,2.94236278626934,"['ng_recipient_00208_0', 'ng_recipient_00208_1', 'ng_recipient_00208_2', 'ng_recipient_00208_3', 'ng_recipient_00208_4']"
ng_acct_00209,Ibadan,7.3775,3.947,102.89.6.0/24,app,2210.0,16,device_00209_primary,device_00209_family,sim_00209_primary,True,3,3898.494966094092,223.09465787033747,3.141850021917854,"['ng_recipient_00209_0', 'ng_recipient_00209_1', 'ng_recipient_00209_2', 'ng_recipient_00209_3', 'ng_recipient_00209_4']"
ng_acct_00210,Enugu,6.4584,7.5464,197.211.40.0/24,app,2700.0,11,device_00210_primary,device_00210_family,sim_00210_primary,False,3,4424.397043688305,174.88204818510883,1.4281976818383764,"['ng_recipient_00210_0', 'ng_recipient_00210_1', 'ng_recipient_00210_2', 'ng_recipient_00210_3', 'ng_recipient_00210_4']"
ng_acct_00211,Lagos,6.5244,3.3792,102.88.10.0/24,ussd,3240.0,21,device_00211_primary,device_00211_family,sim_00211_primary,True,2,2726.6255632617676,205.63593834420226,2.404013206530988,"['ng_recipient_00211_0', 'ng_recipient_00211_1', 'ng_recipient_00211_2', 'ng_recipient_00211_3', 'ng_recipient_00211_4']"
ng_acct_00212,Abuja,9.0765,7.3986,105.112.24.0/24,app,13730.0,21,device_00212_primary,device_00212_family,sim_00212_primary,True,3,2276.779462855403,219.02454675534054,2.1536114605477743,"['ng_recipient_00212_0', 'ng_recipient_00212_1', 'ng_recipient_00212_2', 'ng_recipient_00212_3', 'ng_recipient_00212_4']"
ng_acct_00213,Kano,12.0022,8.592,197.210.8.0/24,ussd,4440.0,13,device_00213_primary,device_00213_family,sim_00213_primary_verified,False,3,3671.145421353446,227.70993498646942,1.9025200232605721,"['ng_recipient_00213_0', 'ng_recipient_00213_1', 'ng_recipient_00213_2', 'ng_recipient_00213_3', 'ng_recipient_00213_4']"
ng_acct_00214,Port Harcourt,4.8156,7.0498,41.58.32.0/24,agent,1460.0,20,device_00214_primary,device_00214_family,sim_00214_primary,False,2,4097.924669059234,243.68944521270197,2.1602628140305007,"['ng_recipient_00214_0', 'ng_recipient_00214_1', 'ng_recipient_00214_2', 'ng_recipient_00214_3', 'ng_recipient_00214_4']"
ng_acct_00215,Ibadan,7.3775,3.947,102.89.6.0/24,ussd,5620.0,8,device_00215_primary,device_00215_family,sim_00215_primary,False,3,3959.7249786952684,174.85916617156656,2.626266415202552,"['ng_recipient_00215_0', 'ng_recipient_00215_1', 'ng_recipient_00215_2', 'ng_recipient_00215_3', 'ng_recipient_00215_4']"
ng_acct_00216,Enugu,6.4584,7.5464,197.211.40.0/24,app,3070.0,9,device_00216_primary,device_00216_family,sim_00216_primary_verified,True,3,3578.5670108682916,231.7945509371546,2.2556417428934785,"['ng_recipient_00216_0', 'ng_recipient_00216_1', 'ng_recipient_00216_2', 'ng_recipient_00216_3', 'ng_recipient_00216_4']"
ng_acct_00217,Lagos,6.5244,3.3792,102.88.10.0/24,ussd,1620.0,14,device_00217_primary,device_00217_family,sim_00217_primary,False,4,4875.124452888602,145.0310221530129,1.9155559080556082,"['ng_recipient_00217_0', 'ng_recipient_00217_1', 'ng_recipient_00217_2', 'ng_recipient_00217_3', 'ng_recipient_00217_4']"
ng_acct_00218,Abuja,9.0765,7.3986,105.112.24.0/24,ussd,6790.0,13,device_00218_primary,device_00218_family,sim_00218_primary,True,2,2968.8837322959484,207.86520721483657,1.466144019738099,"['ng_recipient_00218_0', 'ng_recipient_00218_1', 'ng_recipient_00218_2', 'ng_recipient_00218_3', 'ng_recipient_00218_4']"
ng_acct_00219,Kano,12.0022,8.592,197.210.8.0/24,app,3030.0,9,device_00219_primary,device_00219_family,sim_00219_primary,False,3,3564.2226210331764,224.28869388981124,2.827109829818518,"['ng_recipient_00219_0', 'ng_recipient_00219_1', 'ng_recipient_00219_2', 'ng_recipient_00219_3', 'ng_recipient_00219_4']"
ng_acct_00220,Port Harcourt,4.8156,7.0498,41.58.32.0/24,ussd,5050.0,6,device_00220_primary,device_00220_family,sim_00220_primary,False,3,3999.2258206866823,164.96752327755325,2.736155353787043,"['ng_recipient_00220_0', 'ng_recipient_00220_1', 'ng_recipient_00220_2', 'ng_recipient_00220_3', 'ng_recipient_00220_4']"
ng_acct_00221,Ibadan,7.3775,3.947,102.89.6.0/24,ussd,5260.0,10,device_00221_primary,device_00221_family,sim_00221_primary,False,3,3191.7772046976297,170.84796111187143,2.737451226877406,"['ng_recipient_00221_0', 'ng_recipient_00221_1', 'ng_recipient_00221_2', 'ng_recipient_00221_3', 'ng_recipient_00221_4']"
ng_acct_00222,Enugu,6.4584,7.5464,197.211.40.0/24,ussd,7930.0,8,device_00222_primary,device_00222_family,sim_00222_primary_verified,False,3,3489.8701027534325,275.63553375787507,1.8175081930229255,"['ng_recipient_00222_0', 'ng_recipient_00222_1', 'ng_recipient_00222_2', 'ng_recipient_00222_3', 'ng_recipient_00222_4']"
ng_acct_00223,Lagos,6.5244,3.3792,102.88.10.0/24,ussd,8990.0,21,device_00223_primary,device_00223_family,sim_00223_primary,False,3,2949.6880049810493,217.33406343541077,2.533885562846516,"['ng_recipient_00223_0', 'ng_recipient_00223_1', 'ng_recipient_00223_2', 'ng_recipient_00223_3', 'ng_recipient_00223_4']"
ng_acct_00224,Abuja,9.0765,7.3986,105.112.24.0/24,app,5980.0,8,device_00224_primary,device_00224_family,sim_00224_primary_verified,True,3,3357.4518042052396,180.8134578111466,2.059066329381328,"['ng_recipient_00224_0', 'ng_recipient_00224_1', 'ng_recipient_00224_2', 'ng_recipient_00224_3', 'ng_recipient_00224_4']"
ng_acct_00225,Kano,12.0022,8.592,197.210.8.0/24,app,4080.0,14,device_00225_primary,device_00225_family,sim_00225_primary,False,4,3047.523844927895,163.04849871947144,2.5768604649870213,"['ng_recipient_00225_0', 'ng_recipient_00225_1', 'ng_recipient_00225_2', 'ng_recipient_00225_3', 'ng_recipient_00225_4']"
ng_acct_00226,Port Harcourt,4.8156,7.0498,41.58.32.0/24,app,890.0,15,device_00226_primary,device_00226_family,sim_00226_primary,True,3,4460.0420312453825,239.30870060977452,2.3899262873268494,"['ng_recipient_00226_0', 'ng_recipient_00226_1', 'ng_recipient_00226_2', 'ng_recipient_00226_3', 'ng_recipient_00226_4']"
ng_acct_00227,Ibadan,7.3775,3.947,102.89.6.0/24,app,1680.0,10,device_00227_primary,device_00227_family,sim_00227_primary,True,3,3678.5982814157956,169.8885519914634,2.4248138275235047,"['ng_recipient_00227_0', 'ng_recipient_00227_1', 'ng_recipient_00227_2', 'ng_recipient_00227_3', 'ng_recipient_00227_4']"
ng_acct_00228,Enugu,6.4584,7.5464,197.211.40.0/24,ussd,5530.0,6,device_00228_primary,device_00228_family,sim_00228_primary_verified_verified,False,3,4288.597858101913,194.3618716435474,2.312364611883208,"['ng_recipient_00228_0', 'ng_recipient_00228_1', 'ng_recipient_00228_2', 'ng_recipient_00228_3', 'ng_recipient_00228_4']"
ng_acct_00229,Lagos,6.5244,3.3792,102.88.10.0/24,ussd,1320.0,18,device_00229_primary,device_00229_family,sim_00229_primary,True,4,3612.5256525220047,211.26297082635418,1.9907437606400433,"['ng_recipient_00229_0', 'ng_recipient_00229_1', 'ng_recipient_00229_2', 'ng_recipient_00229_3', 'ng_recipient_00229_4']"
ng_acct_00230,Abuja,9.0765,7.3986,105.112.24.0/24,app,5090.0,12,device_00230_primary,device_00230_family,sim_00230_primary_verified,True,3,3085.6750394278724,151.07907786862182,2.2074621455629595,"['ng_recipient_00230_0', 'ng_recipient_00230_1', 'ng_recipient_00230_2', 'ng_recipient_00230_3', 'ng_recipient_00230_4']"
ng_acct_00231,Kano,12.0022,8.592,197.210.8.0/24,ussd,2080.0,9,device_00231_primary,device_00231_family,sim_00231_primary,False,3,3882.981237059652,132.89484314310982,2.0738279473222416,"['ng_recipient_00231_0', 'ng_recipient_00231_1', 'ng_recipient_00231_2', 'ng_recipient_00231_3', 'ng_recipient_00231_4']"
ng_acct_00232,Port Harcourt,4.8156,7.0498,41.58.32.0/24,ussd,5470.0,13,device_00232_primary,device_00232_family,sim_00232_primary,False,4,3594.478667230253,242.42653469864217,1.9035897436626277,"['ng_recipient_00232_0', 'ng_recipient_00232_1', 'ng_recipient_00232_2', 'ng_recipient_00232_3', 'ng_recipient_00232_4']"
ng_acct_00233,Ibadan,7.3775,3.947,102.89.6.0/24,ussd,3070.0,11,device_00233_primary,device_00233_family,sim_00233_primary,True,3,2905.5014796434634,235.49866963038158,2.4610824084719742,"['ng_recipient_00233_0', 'ng_recipient_00233_1', 'ng_recipient_00233_2', 'ng_recipient_00233_3', 'ng_recipient_00233_4']"
ng_acct_00234,Enugu,6.4584,7.5464,197.211.40.0/24,ussd,1320.0,20,device_00234_primary,device_00234_family,sim_00234_primary,False,4,4743.989383791019,141.64821538405604,2.4369674966605346,"['ng_recipient_00234_0', 'ng_recipient_00234_1', 'ng_recipient_00234_2', 'ng_recipient_00234_3', 'ng_recipient_00234_4']"
ng_acct_00235,Lagos,6.5244,3.3792,102.88.10.0/24,ussd,4210.0,6,device_00235_primary,device_00235_family,sim_00235_primary,False,3,1935.1285400283098,199.91946863283303,3.4309318917235956,"['ng_recipient_00235_0', 'ng_recipient_00235_1', 'ng_recipient_00235_2', 'ng_recipient_00235_3', 'ng_recipient_00235_4']"
ng_acct_00236,Abuja,9.0765,7.3986,105.112.24.0/24,ussd,5360.0,18,device_00236_primary,device_00236_family,sim_00236_primary_verified,True,4,4239.21859271021,195.53376633982666,2.308108986565457,"['ng_recipient_00236_0', 'ng_recipient_00236_1', 'ng_recipient_00236_2', 'ng_recipient_00236_3', 'ng_recipient_00236_4']"
ng_acct_00237,Kano,12.0022,8.592,197.210.8.0/24,ussd,10830.0,16,device_00237_primary,device_00237_family,sim_00237_primary,False,2,3873.888069637571,169.41667911546924,3.236703822456768,"['ng_recipient_00237_0', 'ng_recipient_00237_1', 'ng_recipient_00237_2', 'ng_recipient_00237_3', 'ng_recipient_00237_4']"
ng_acct_00238,Port Harcourt,4.8156,7.0498,41.58.32.0/24,ussd,4310.0,17,device_00238_primary,device_00238_family,sim_00238_primary,False,3,3136.298772663456,220.7016205390657,2.229147144061322,"['ng_recipient_00238_0', 'ng_recipient_00238_1', 'ng_recipient_00238_2', 'ng_recipient_00238_3', 'ng_recipient_00238_4']"
ng_acct_00239,Ibadan,7.3775,3.947,102.89.6.0/24,app,15110.0,16,device_00239_primary,device_00239_family,sim_00239_primary,False,3,3253.223692086411,155.2132040459908,1.8929332966341783,"['ng_recipient_00239_0', 'ng_recipient_00239_1', 'ng_recipient_00239_2', 'ng_recipient_00239_3', 'ng_recipient_00239_4']"
ng_acct_00240,Enugu,6.4584,7.5464,197.211.40.0/24,ussd,7320.0,18,device_00240_primary,device_00240_family,sim_00240_primary,True,3,4119.721604824102,151.98710867398313,2.7439532503494113,"['ng_recipient_00240_0', 'ng_recipient_00240_1', 'ng_recipient_00240_2', 'ng_recipient_00240_3', 'ng_recipient_00240_4']"
ng_acct_00241,Lagos,6.5244,3.3792,102.88.10.0/24,ussd,3120.0,7,device_00241_primary,device_00241_family,sim_00241_primary,True,3,3502.4409068220184,152.38793994144845,2.8521812994644753,"['ng_recipient_00241_0', 'ng_recipient_00241_1', 'ng_recipient_00241_2', 'ng_recipient_00241_3', 'ng_recipient_00241_4']"
ng_acct_00242,Abuja,9.0765,7.3986,105.112.24.0/24,app,1570.0,13,device_00242_primary,device_00242_family,sim_00242_primary,False,3,4863.757547752142,162.3537055612293,2.671573561989357,"['ng_recipient_00242_0', 'ng_recipient_00242_1', 'ng_recipient_00242_2', 'ng_recipient_00242_3', 'ng_recipient_00242_4']"
ng_acct_00243,Kano,12.0022,8.592,197.210.8.0/24,app,6260.0,8,device_00243_primary,device_00243_family,sim_00243_primary,True,3,3669.169274059101,188.84079186276972,2.369496935222675,"['ng_recipient_00243_0', 'ng_recipient_00243_1', 'ng_recipient_00243_2', 'ng_recipient_00243_3', 'ng_recipient_00243_4']"
ng_acct_00244,Port Harcourt,4.8156,7.0498,41.58.32.0/24,ussd,8090.0,6,device_00244_primary,device_00244_family,sim_00244_primary,False,3,3642.5842990899764,151.48330786678756,1.230176737985492,"['ng_recipient_00244_0', 'ng_recipient_00244_1', 'ng_recipient_00244_2', 'ng_recipient_00244_3', 'ng_recipient_00244_4']"
ng_acct_00245,Ibadan,7.3775,3.947,102.89.6.0/24,ussd,3140.0,14,device_00245_primary,device_00245_family,sim_00245_primary,True,2,2668.9841389259873,136.99048139358834,2.737217677640409,"['ng_recipient_00245_0', 'ng_recipient_00245_1', 'ng_recipient_00245_2', 'ng_recipient_00245_3', 'ng_recipient_00245_4']"
ng_acct_00246,Enugu,6.4584,7.5464,197.211.40.0/24,ussd,1620.0,13,device_00246_primary,device_00246_family,sim_00246_primary,False,4,3548.6506971173153,225.63326104279045,1.7775137764393814,"['ng_recipient_00246_0', 'ng_recipient_00246_1', 'ng_recipient_00246_2', 'ng_recipient_00246_3', 'ng_recipient_00246_4']"
ng_acct_00247,Lagos,6.5244,3.3792,102.88.10.0/24,ussd,4760.0,21,device_00247_primary,device_00247_family,sim_00247_primary,False,3,2433.4428033409085,158.47487630669983,2.3574091212481476,"['ng_recipient_00247_0', 'ng_recipient_00247_1', 'ng_recipient_00247_2', 'ng_recipient_00247_3', 'ng_recipient_00247_4']"
ng_acct_00248,Abuja,9.0765,7.3986,105.112.24.0/24,ussd,4270.0,20,device_00248_primary,device_00248_family,sim_00248_primary,False,3,5114.812394383181,152.46767815864317,2.2111359427497805,"['ng_recipient_00248_0', 'ng_recipient_00248_1', 'ng_recipient_00248_2', 'ng_recipient_00248_3', 'ng_recipient_00248_4']"
ng_acct_00249,Kano,12.0022,8.592,197.210.8.0/24,app,4680.0,8,device_00249_primary,device_00249_family,sim_00249_primary,False,3,4030.3323877957805,174.04581681782975,2.212009601613345,"['ng_recipient_00249_0', 'ng_recipient_00249_1', 'ng_recipient_00249_2', 'ng_recipient_00249_3', 'ng_recipient_00249_4']"
ng_acct_00250,Port Harcourt,4.8156,7.0498,41.58.32.0/24,app,8380.0,18,device_00250_primary,device_00250_family,sim_00250_primary_verified,False,3,3407.097119584578,228.0322189988324,2.408226823266788,"['ng_recipient_00250_0', 'ng_recipient_00250_1', 'ng_recipient_00250_2', 'ng_recipient_00250_3', 'ng_recipient_00250_4']"
ng_acct_00251,Ibadan,7.3775,3.947,102.89.6.0/24,app,4070.0,13,device_00251_primary,device_00251_family,sim_00251_primary,False,3,3056.1514968115,186.8391094964374,2.3960645031876977,"['ng_recipient_00251_0', 'ng_recipient_00251_1', 'ng_recipient_00251_2', 'ng_recipient_00251_3', 'ng_recipient_00251_4']"
ng_acct_00252,Enugu,6.4584,7.5464,197.211.40.0/24,app,3350.0,15,device_00252_primary,device_00252_family,sim_00252_primary_verified,True,4,2973.413276737008,200.729469552157,2.1352879579132775,"['ng_recipient_00252_0', 'ng_recipient_00252_1', 'ng_recipient_00252_2', 'ng_recipient_00252_3', 'ng_recipient_00252_4']"
ng_acct_00253,Lagos,6.5244,3.3792,102.88.10.0/24,app,3300.0,13,device_00253_primary,device_00253_family,sim_00253_primary,False,3,4474.234315207133,153.86386586265556,2.1244495164279287,"['ng_recipient_00253_0', 'ng_recipient_00253_1', 'ng_recipient_00253_2', 'ng_recipient_00253_3', 'ng_recipient_00253_4']"
ng_acct_00254,Abuja,9.0765,7.3986,105.112.24.0/24,app,1620.0,7,device_00254_primary,device_00254_family,sim_00254_primary,True,2,4943.59173060053,166.10741345176154,2.066806820970314,"['ng_recipient_00254_0', 'ng_recipient_00254_1', 'ng_recipient_00254_2', 'ng_recipient_00254_3', 'ng_recipient_00254_4']"
ng_acct_00255,Kano,12.0022,8.592,197.210.8.0/24,ussd,2670.0,9,device_00255_primary,device_00255_family,sim_00255_primary,False,3,3681.688272224293,226.46492263522453,2.121963743665495,"['ng_recipient_00255_0', 'ng_recipient_00255_1', 'ng_recipient_00255_2', 'ng_recipient_00255_3', 'ng_recipient_00255_4']"
