event_id,account_id,occurred_at,event_type,channel,amount,available_balance_before,recipient_id,device_id,sim_id,ip_prefix,session_id,latitude,longitude,interaction_ms,menu_depth,input_method,keystroke_interval_ms,device_tilt_variance,navigation_signature,sim_change_verified,telco_assurance,agent_assurance,coercion_signals,success,metadata,scenario,is_takeover,profile_eligible
evt_ng_acct_00468_0011,ng_acct_00468,2025-02-15T05:41:00Z,transfer,app,6900.0,28400.0,community_cooperative_00,device_00468_primary,sim_00468_primary,197.211.40.0/24,session_ng_acct_00468_0011,6.4584,7.5464,28787.0,6.0,typed,140.5285725610241,3.2378352324468187,app_quick_pay,False,,,,True,"{""currency"": ""NGN"", ""customer_context"": ""community_collection""}",community_collection_payment,0,1
evt_ng_acct_00425_0011,ng_acct_00425,2025-02-15T05:42:00Z,paybill,ussd,3800.0,24600.0,ng_recipient_00425_4,,sim_00425_primary,102.89.6.0/24,session_ng_acct_00425_0011,7.3775,3.947,25546.0,6.0,unknown,,,ussd_2_1_1,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 1485.4640130407533, ""sim_activation_age_hours"": 6731.449734416148, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""city"": ""Ibadan"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00372_0011,ng_acct_00372,2025-02-15T05:50:00Z,purchase,app,1550.0,22700.0,ng_recipient_00372_2,device_00372_primary,sim_00372_primary,197.211.40.0/24,session_ng_acct_00372_0011,6.4584,7.5464,18066.0,4.0,typed,151.48639164562047,3.064410838025964,app_quick_pay,False,,,,True,"{""city"": ""Enugu"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00408_0011,ng_acct_00408,2025-02-15T05:51:00Z,purchase,ussd,4950.0,65000.0,ng_recipient_00408_3,,sim_00408_primary,,session_ng_acct_00408_0011,6.4584,7.5464,10423.0,4.0,unknown,,,ussd_1_3_1,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 524.8637968192813, ""sim_activation_age_hours"": 11675.057017761857, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""city"": ""Enugu"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00297_0011,ng_acct_00297,2025-02-15T05:56:00Z,paybill,ussd,1900.0,15800.0,ng_recipient_00297_4,,sim_00297_primary,,session_ng_acct_00297_0011,12.0022,8.592,20467.0,5.0,unknown,,,ussd_2_1_1,False,,,,True,"{""city"": ""Kano"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00315_0011,ng_acct_00315,2025-02-15T05:56:00Z,paybill,app,6200.0,17500.0,national_airtime_merchant,device_00315_primary,sim_00315_primary,197.210.8.0/24,session_ng_acct_00315_0011,12.0022,8.592,21403.0,6.0,typed,183.0006009773464,2.809522214662317,app_home_pay,False,,,,True,"{""city"": ""Kano"", ""currency"": ""NGN""}",payday_spending,0,1
evt_ng_acct_00314_0011,ng_acct_00314,2025-02-15T05:58:00Z,purchase,ussd,1300.0,15100.0,ng_recipient_00314_0,device_00314_primary,,,session_ng_acct_00314_0011,,,19852.0,5.0,unknown,,,ussd_2_1_1,False,,,,True,"{""city"": ""Abuja"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00475_0011,ng_acct_00475,2025-02-15T06:01:00Z,purchase,agent,3650.0,34700.0,ng_recipient_00475_4,agent_terminal_075,,102.88.10.0/24,session_ng_acct_00475_0011,6.5244,3.3792,19730.0,7.0,unknown,,,agent_customer_transfer,False,,"{""agent_token"": ""agent_token_075"", ""gateway_attested"": true, ""registered_latitude"": 6.5244, ""registered_longitude"": 3.3792, ""shift_end_hour"": 22, ""shift_start_hour"": 6, ""terminal_age_days"": 624.2372045366575, ""terminal_token"": ""terminal_token_075""}",,True,"{""city"": ""Lagos"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00368_0011,ng_acct_00368,2025-02-15T06:07:00Z,transfer,app,20350.0,124500.0,ng_recipient_00368_1,device_00368_primary,sim_00368_primary,105.112.24.0/24,session_ng_acct_00368_0011,9.0765,7.3986,19519.0,7.0,typed,265.79314492554073,1.6907349169635202,app_home_pay,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 1239.6143737511038, ""sim_activation_age_hours"": 8177.368728098659, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""city"": ""Abuja"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00199_0011,ng_acct_00199,2025-02-15T06:14:00Z,purchase,ussd,5250.0,55900.0,ng_recipient_00199_3,,sim_00199_primary,,session_ng_acct_00199_0011,6.5244,3.3792,11196.0,5.0,unknown,,,ussd_1_3_1,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 767.3030911117129, ""sim_activation_age_hours"": 5795.350739369296, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""city"": ""Lagos"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00332_0011,ng_acct_00332,2025-02-15T06:23:00Z,paybill,agent,2950.0,21800.0,national_airtime_merchant,agent_terminal_012,,105.112.24.0/24,session_ng_acct_00332_0011,9.0765,7.3986,12155.0,4.0,unknown,,,agent_customer_transfer,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 1452.573025306663, ""sim_activation_age_hours"": 10202.495236160867, ""sim_changes_30d"": 0, ""sim_type_changed"": false}","{""agent_token"": ""agent_token_012"", ""gateway_attested"": true, ""registered_latitude"": 9.0765, ""registered_longitude"": 7.3986, ""shift_end_hour"": 22, ""shift_start_hour"": 6, ""terminal_age_days"": 614.6677444308231, ""terminal_token"": ""terminal_token_012""}",,True,"{""city"": ""Abuja"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00397_0011,ng_acct_00397,2025-02-15T06:30:00Z,paybill,app,2700.0,26100.0,ng_recipient_00397_2,device_00397_primary,sim_00397_primary,102.88.10.0/24,session_ng_acct_00397_0011,6.5244,3.3792,16233.0,4.0,typed,231.19246524156898,1.1181505798557165,app_home_bills,False,,,,True,"{""city"": ""Lagos"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00462_0011,ng_acct_00462,2025-02-15T06:30:00Z,purchase,app,7050.0,68300.0,ng_recipient_00462_1,device_00462_primary,sim_00462_primary,197.211.40.0/24,session_ng_acct_00462_0011,6.4584,7.5464,21779.0,6.0,typed,258.66173349648494,1.9913740831910012,app_home_bills,False,,,"{""active_call"": false, ""amount_edits"": 1, ""confirmation_backtracks"": 0, ""consented_device_attested"": true, ""on_device_coercion_score"": 0.04557059927065978, ""pause_before_confirmation_ms"": 26400, ""recipient_pasted_during_call"": false, ""recipient_replacements"": 1, ""screen_sharing_detected"": false}",True,"{""city"": ""Enugu"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00185_0011,ng_acct_00185,2025-02-15T06:39:00Z,paybill,app,1900.0,16000.0,ng_recipient_00185_2,device_00185_primary,sim_00185_primary,102.89.6.0/24,session_ng_acct_00185_0011,7.3775,3.947,13664.0,4.0,typed,162.33652724384922,2.31401409684349,app_home_pay,False,,,,True,"{""city"": ""Ibadan"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00407_0011,ng_acct_00407,2025-02-15T06:42:00Z,paybill,ussd,2200.0,17900.0,ng_recipient_00407_4,,sim_00407_primary,,session_ng_acct_00407_0011,7.3775,3.947,15568.0,5.0,unknown,,,ussd_1_3_1,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 1308.472300016244, ""sim_activation_age_hours"": 10772.051658103894, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""city"": ""Ibadan"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00277_0011,ng_acct_00277,2025-02-15T06:45:00Z,purchase,agent,5300.0,44600.0,ng_recipient_00277_3,agent_terminal_037,,102.88.10.0/24,session_ng_acct_00277_0011,6.5244,3.3792,24155.0,6.0,unknown,,,agent_customer_transfer,False,,"{""agent_token"": ""agent_token_037"", ""gateway_attested"": true, ""registered_latitude"": 6.5244, ""registered_longitude"": 3.3792, ""shift_end_hour"": 22, ""shift_start_hour"": 6, ""terminal_age_days"": 575.251048543625, ""terminal_token"": ""terminal_token_037""}",,True,"{""city"": ""Lagos"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00197_0011,ng_acct_00197,2025-02-15T06:48:00Z,transfer,ussd,9750.0,81300.0,ng_recipient_00197_1,,,102.89.6.0/24,session_ng_acct_00197_0011,7.3775,3.947,8183.0,4.0,unknown,,,ussd_1_2_1,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 913.691268243511, ""sim_activation_age_hours"": 7216.00433867157, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""city"": ""Ibadan"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00201_0011,ng_acct_00201,2025-02-15T06:52:00Z,transfer,app,22100.0,66400.0,recurring_landlord_ng_acct_00201,device_00201_primary,sim_00201_primary,197.210.8.0/24,session_ng_acct_00201_0011,12.0022,8.592,17461.0,5.0,typed,164.96098286736128,3.13734165782535,app_home_pay,False,,,,True,"{""calendar_pattern"": ""monthly_rent"", ""currency"": ""NGN""}",recurring_monthly_payment,0,1
evt_ng_acct_00200_0011,ng_acct_00200,2025-02-15T06:54:00Z,paybill,agent,3100.0,23000.0,registered_market_merchant,busy_agent_terminal_008,,105.112.24.0/24,session_ng_acct_00200_0011,9.0765,7.3986,20528.0,6.0,unknown,,,agent_registered_merchant_paybill,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 873.9828901670727, ""sim_activation_age_hours"": 12519.212868362989, ""sim_changes_30d"": 0, ""sim_type_changed"": false}","{""agent_token"": ""busy_agent_token_008"", ""gateway_attested"": true, ""registered_latitude"": 9.0765, ""registered_longitude"": 7.3986, ""shift_end_hour"": 22, ""shift_start_hour"": 6, ""terminal_age_days"": 900.0, ""terminal_token"": ""busy_terminal_token_008""}",,True,"{""city"": ""Abuja"", ""currency"": ""NGN""}",busy_agent_merchant_payment,0,1
evt_ng_acct_00290_0011,ng_acct_00290,2025-02-15T06:56:00Z,purchase,ussd,3700.0,28600.0,ng_recipient_00290_3,,sim_00290_primary,105.112.24.0/24,session_ng_acct_00290_0011,9.0765,7.3986,17194.0,4.0,unknown,,,ussd_2_1_1,False,,,,True,"{""city"": ""Abuja"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00384_0011,ng_acct_00384,2025-02-15T07:02:00Z,purchase,ussd,1000.0,10000.0,ng_recipient_00384_1,,sim_00384_primary,197.211.40.0/24,session_ng_acct_00384_0011,6.4584,7.5464,16984.0,5.0,unknown,,,ussd_1_3_1,False,,,,True,"{""city"": ""Enugu"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00412_0011,ng_acct_00412,2025-02-15T07:07:00Z,purchase,ussd,2250.0,17100.0,ng_recipient_00412_4,,sim_00412_primary,,session_ng_acct_00412_0011,4.8156,7.0498,24572.0,7.0,unknown,,,ussd_2_1_1,False,,,,True,"{""city"": ""Port Harcourt"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00480_0011,ng_acct_00480,2025-02-15T07:08:00Z,transfer,ussd,10550.0,77900.0,ng_recipient_00480_2,device_00480_primary,sim_00480_primary,,session_ng_acct_00480_0011,6.4584,7.5464,18149.0,7.0,unknown,,,ussd_2_1_1,False,,,,True,"{""city"": ""Enugu"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00302_0011,ng_acct_00302,2025-02-15T07:11:00Z,paybill,ussd,10000.0,95600.0,ng_recipient_00302_2,,sim_00302_primary_verified,105.112.24.0/24,session_ng_acct_00302_0011,9.0765,7.3986,14130.0,6.0,unknown,,,ussd_1_2_1,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 938.6186632641698, ""sim_activation_age_hours"": 8694.833710790523, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""city"": ""Abuja"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00214_0011,ng_acct_00214,2025-02-15T07:18:00Z,purchase,app,1300.0,13100.0,national_airtime_merchant,device_00214_primary,sim_00214_primary,41.58.32.0/24,session_ng_acct_00214_0011,4.8156,7.0498,15456.0,4.0,typed,269.8316546873045,2.150159830668025,app_quick_pay,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 768.0520762847827, ""sim_activation_age_hours"": 6524.434684940957, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,"{""active_call"": false, ""amount_edits"": 0, ""confirmation_backtracks"": 1, ""consented_device_attested"": true, ""on_device_coercion_score"": 0.04641739748510547, ""pause_before_confirmation_ms"": 19819, ""recipient_pasted_during_call"": false, ""recipient_replacements"": 1, ""screen_sharing_detected"": false}",True,"{""city"": ""Port Harcourt"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00491_0011,ng_acct_00491,2025-02-15T07:18:00Z,paybill,app,21750.0,139500.0,ng_recipient_00491_3,device_00491_primary,sim_00491_primary,102.89.6.0/24,session_ng_acct_00491_0011,7.3775,3.947,23676.0,6.0,typed,195.14328918652404,1.7226194154000396,app_home_bills,False,,,,True,"{""city"": ""Ibadan"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00265_0011,ng_acct_00265,2025-02-15T07:19:00Z,paybill,app,1900.0,22800.0,ng_recipient_00265_3,device_00265_primary,sim_00265_primary,102.88.10.0/24,session_ng_acct_00265_0011,6.5244,3.3792,12914.0,4.0,typed,202.4693068957557,2.182854518181667,app_home_bills,False,,,,True,"{""city"": ""Lagos"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00305_0011,ng_acct_00305,2025-02-15T07:20:00Z,purchase,app,5700.0,45100.0,ng_recipient_00305_1,device_00305_primary,sim_00305_primary,197.211.40.0/24,session_ng_acct_00305_0011,6.4584,7.5464,13329.0,4.0,typed,132.66206497901663,2.4152863739088244,app_home_bills,False,,,,True,"{""city"": ""Enugu"", ""currency"": ""NGN"", ""travel_context"": ""domestic""}",legitimate_travel,0,1
evt_ng_acct_00307_0011,ng_acct_00307,2025-02-15T07:21:00Z,transfer,ussd,7050.0,124300.0,ng_recipient_00307_3,,sim_00307_primary,102.88.10.0/24,session_ng_acct_00307_0011,6.5244,3.3792,19092.0,7.0,unknown,,,ussd_2_1_1,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 1370.7220373057587, ""sim_activation_age_hours"": 11533.071682046639, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""city"": ""Lagos"", ""currency"": ""NGN"", ""travel_context"": ""domestic""}",legitimate_travel,0,1
evt_ng_acct_00495_0011,ng_acct_00495,2025-02-15T07:28:00Z,transfer,app,7100.0,45500.0,national_airtime_merchant,device_00495_primary,sim_00495_primary,197.210.8.0/24,session_ng_acct_00495_0011,12.0022,8.592,23142.0,6.0,typed,143.53048313912765,2.666402402053582,app_home_bills,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 609.666561108831, ""sim_activation_age_hours"": 7585.337504207969, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""city"": ""Kano"", ""currency"": ""NGN"", ""synthetic_groomed_recipient"": true}",low_and_slow,1,0
evt_ng_acct_00478_0011,ng_acct_00478,2025-02-15T07:29:00Z,purchase,app,5450.0,44500.0,ng_recipient_00478_2,device_00478_primary,sim_00478_primary,41.58.32.0/24,session_ng_acct_00478_0011,4.8156,7.0498,16880.0,5.0,typed,191.4718224527667,2.2821055906947265,app_quick_pay,False,,,,True,"{""city"": ""Port Harcourt"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00321_0011,ng_acct_00321,2025-02-15T07:34:00Z,paybill,agent,4700.0,47200.0,ng_recipient_00321_4,agent_terminal_001,,197.210.8.0/24,session_ng_acct_00321_0011,12.0022,8.592,12039.0,4.0,unknown,,,agent_customer_transfer,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 1060.6690201294518, ""sim_activation_age_hours"": 7286.084653010826, ""sim_changes_30d"": 0, ""sim_type_changed"": false}","{""agent_token"": ""agent_token_001"", ""gateway_attested"": true, ""registered_latitude"": 12.0022, ""registered_longitude"": 8.592, ""shift_end_hour"": 22, ""shift_start_hour"": 6, ""terminal_age_days"": 386.049724796979, ""terminal_token"": ""terminal_token_001""}",,True,"{""city"": ""Kano"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00413_0011,ng_acct_00413,2025-02-15T07:37:00Z,purchase,app,1000.0,8600.0,ng_recipient_00413_3,device_00413_primary,sim_00413_primary,102.89.6.0/24,session_ng_acct_00413_0011,7.3775,3.947,15824.0,6.0,typed,196.8351736310714,2.1525070554281656,app_quick_pay,False,,,,True,"{""city"": ""Ibadan"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00208_0011,ng_acct_00208,2025-02-15T07:39:00Z,paybill,ussd,2600.0,19300.0,ng_recipient_00208_2,,sim_00208_primary_verified,,session_ng_acct_00208_0011,,,26750.0,7.0,unknown,,,ussd_2_1_1,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 719.1203225181166, ""sim_activation_age_hours"": 6682.331888738802, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""city"": ""Port Harcourt"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00324_0011,ng_acct_00324,2025-02-15T07:39:00Z,purchase,ussd,14850.0,88000.0,ng_recipient_00324_1,,sim_00324_primary,,session_ng_acct_00324_0011,6.4584,7.5464,24179.0,5.0,unknown,,,ussd_1_3_1,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 1061.2854800805046, ""sim_activation_age_hours"": 6255.976172152559, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""city"": ""Enugu"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00356_0011,ng_acct_00356,2025-02-15T07:39:00Z,purchase,ussd,3950.0,30100.0,ng_recipient_00356_0,,sim_00356_primary,105.112.24.0/24,session_ng_acct_00356_0011,9.0765,7.3986,21031.0,6.0,unknown,,,ussd_1_3_1,False,,,,True,"{""city"": ""Abuja"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00456_0011,ng_acct_00456,2025-02-15T07:40:00Z,transfer,app,9850.0,79800.0,ng_recipient_00456_4,device_00456_primary,sim_00456_primary,197.211.40.0/24,session_ng_acct_00456_0011,6.4584,7.5464,30943.0,7.0,mixed,293.5155424416988,3.0718918809603037,app_home_pay,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 1186.7423827032844, ""sim_activation_age_hours"": 8402.937809585554, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""city"": ""Enugu"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00234_0011,ng_acct_00234,2025-02-15T07:44:00Z,paybill,ussd,1100.0,11900.0,ng_recipient_00234_1,,sim_00234_primary,197.211.40.0/24,session_ng_acct_00234_0011,,,31700.0,7.0,unknown,,,ussd_1_2_1,False,,,,True,"{""city"": ""Enugu"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00445_0011,ng_acct_00445,2025-02-15T07:46:00Z,purchase,app,2850.0,21600.0,ng_recipient_00445_2,device_00445_primary,sim_00445_primary,102.88.10.0/24,session_ng_acct_00445_0011,6.5244,3.3792,19430.0,7.0,typed,232.27175285784816,2.637009556436338,app_quick_pay,False,,,,True,"{""city"": ""Lagos"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00247_0011,ng_acct_00247,2025-02-15T07:53:00Z,purchase,ussd,3000.0,42800.0,national_airtime_merchant,,sim_00247_primary,102.88.10.0/24,session_ng_acct_00247_0011,6.5244,3.3792,12183.0,5.0,unknown,,,ussd_1_3_1,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 1325.1679228404184, ""sim_activation_age_hours"": 11836.968496348793, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""city"": ""Lagos"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00279_0011,ng_acct_00279,2025-02-15T07:53:00Z,paybill,ussd,2900.0,27700.0,ng_recipient_00279_4,device_00279_primary,sim_00279_primary,,session_ng_acct_00279_0011,12.0022,8.592,19912.0,7.0,unknown,,,ussd_1_3_1,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 1220.7076715766673, ""sim_activation_age_hours"": 6812.456533759641, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""city"": ""Kano"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00338_0011,ng_acct_00338,2025-02-15T07:53:00Z,purchase,app,2100.0,20300.0,ng_recipient_00338_4,device_00338_primary,sim_00338_primary,105.112.24.0/24,session_ng_acct_00338_0011,9.0765,7.3986,20129.0,6.0,typed,191.9409097950478,3.5057947154000484,app_home_bills,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 1015.171385593217, ""sim_activation_age_hours"": 6331.107111735636, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""city"": ""Abuja"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00357_0011,ng_acct_00357,2025-02-15T07:56:00Z,paybill,app,9200.0,60200.0,ng_recipient_00357_1,device_00357_primary,sim_00357_primary,197.210.8.0/24,session_ng_acct_00357_0011,12.0022,8.592,23187.0,5.0,typed,184.00432917547582,2.79344766312005,app_home_pay,False,,,,True,"{""city"": ""Kano"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00223_0011,ng_acct_00223,2025-02-15T07:57:00Z,paybill,app,8050.0,80900.0,ng_recipient_00223_3,device_00223_primary,sim_00223_primary,102.88.10.0/24,session_ng_acct_00223_0011,6.5244,3.3792,14456.0,5.0,typed,187.27148649253985,2.5529813311466834,app_home_bills,False,,,,True,"{""city"": ""Lagos"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00464_0011,ng_acct_00464,2025-02-15T07:57:00Z,transfer,app,12000.0,19400.0,recurring_landlord_ng_acct_00464,device_00464_primary,sim_00464_primary,105.112.24.0/24,session_ng_acct_00464_0011,9.0765,7.3986,22604.0,6.0,mixed,201.76857313356322,2.083606283502853,app_home_pay,False,,,,True,"{""calendar_pattern"": ""monthly_rent"", ""currency"": ""NGN""}",recurring_monthly_payment,0,1
evt_ng_acct_00212_0011,ng_acct_00212,2025-02-15T07:59:00Z,paybill,app,12250.0,123600.0,ng_recipient_00212_3,device_00212_primary,sim_00212_primary,105.112.24.0/24,session_ng_acct_00212_0011,9.0765,7.3986,13082.0,6.0,typed,191.232499344885,2.3554083439687807,app_quick_pay,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 529.8855780611532, ""sim_activation_age_hours"": 10745.770528583296, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""city"": ""Abuja"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00336_0011,ng_acct_00336,2025-02-15T08:01:00Z,paybill,app,4050.0,30900.0,national_airtime_merchant,device_00336_primary,sim_00336_primary_verified,197.211.40.0/24,session_ng_acct_00336_0011,6.4584,7.5464,11246.0,4.0,typed,259.9096465565029,2.7892398514621974,app_home_bills,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 1008.0618332974824, ""sim_activation_age_hours"": 2601.0288865320927, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""city"": ""Enugu"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00450_0011,ng_acct_00450,2025-02-15T08:02:00Z,paybill,app,4600.0,57900.0,ng_recipient_00450_4,device_00450_primary,sim_00450_primary,197.211.40.0/24,session_ng_acct_00450_0011,6.4584,7.5464,16104.0,4.0,typed,78.0460739203501,2.625199155776687,app_home_pay,False,,,,True,"{""city"": ""Enugu"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00487_0011,ng_acct_00487,2025-02-15T08:05:00Z,paybill,ussd,2350.0,21700.0,ng_recipient_00487_2,device_00487_primary,,102.88.10.0/24,session_ng_acct_00487_0011,,,12888.0,4.0,unknown,,,ussd_2_1_1,False,"{""gateway_attested"": true, ""iccid_changed"": false, ""imsi_changed"": false, ""otp_sim_geo_distance_km"": null, ""otp_to_sim_change_minutes"": null, ""previous_sim_tenure_days"": 715.1263599079773, ""sim_activation_age_hours"": 4461.412063826952, ""sim_changes_30d"": 0, ""sim_type_changed"": false}",,,True,"{""city"": ""Lagos"", ""currency"": ""NGN""}",legitimate,0,1
evt_ng_acct_00007_0019_monthly_31,ng_acct_00007,2025-02-15T08:06:00Z,transfer,app,22400.0,67000.0,recurring_landlord_ng_acct_00007,device_00007_primary,sim_00007_primary,102.88.10.0/24,session_ng_acct_00007_0019,6.5244,3.3792,25506.0,5.0,typed,259.5267934565247,3.112156905629101,app_quick_pay,False,,,,True,"{""calendar_pattern"": ""monthly_rent"", ""synthetic_precursor"": true}",recurring_monthly_payment,0,1
